set_num,name,theme,subtheme,year,pieces_count,minifigs_count,minifigs,availability,retail_price_us,retail_price_uk,retail_price_ca,retail_price_eu,retail_price_au,ean,upc,released_date,retired_date,retired,current_value_new,current_value_used,current_value_used_low,current_value_used_high,forecast_value_new_2_years,forecast_value_new_5_years,rolling_growth_lastyear,rolling_growth_12months,currency,event_condition,event_date,event_value
7190-1,Millennium Falcon,Star Wars,Episode IV,2000,663,6,"sw0010,sw0011,sw0014,sw0021,sw0026,sw0028",retail,99.99,,,,,5.70201E+12,042884071905,,,TRUE,528.5,143.25,136.4,171.9,561.73,648.75,0.04,6.13,EUR,used,10/5/2025,142.65
7200-1,Final Duel I,Star Wars,Episode VI,2002,31,2,"sw0004,sw0041",retail,6.99,5.99,,,,5.70201E+12,6.73419E+11,,,TRUE,87.99,34.28,29.98,41.14,100.09,114.51,1.67,2.78,EUR,used,10/5/2025,31.94
7250-1,Clone Scout Walker,Star Wars,Episode III,2005,108,1,sw0130,retail,9.99,6.99,14.99,13.99,15.99,5.70201E+12,6.73419E+11,,,TRUE,105.6,36.93,31.37,44.33,122.79,143.26,3.4,3.52,EUR,used,10/5/2025,37.83
7252-1,Droid Tri-Fighter,Star Wars,Episode III,2005,148,1,sw0136,retail,14.99,9.99,,,,,6.73419E+11,,,TRUE,68.51,27.92,24.83,33.51,77.37,87.92,-0.02,-4.55,EUR,used,10/5/2025,26.22
7255-1,General Grievous Chase,Star Wars,Episode III,2005,111,2,"sw0134,sw0135",retail,19.99,14.99,,,,5.70201E+12,6.73419E+11,,,TRUE,340.03,74.79,73.3,89.75,379.83,427.26,0.99,4.81,EUR,used,10/5/2025,74.8
7256-1,Jedi Starfighter and Vulture Droid,Star Wars,Episode III,2005,202,1,sw0120,retail,19.99,14.99,,,,,6.73419E+11,,,TRUE,161.1,52.79,44.17,63.35,187.43,218.8,4.23,4.89,EUR,used,10/5/2025,46
7257-1,Ultimate Lightsaber Duel,Star Wars,Episode III,2005,282,2,"sw0121,sw0137",retail,29.99,24.99,,,,0738345945020,6.73419E+11,,,TRUE,572,176,149.54,211.2,670.67,788.27,2.51,2.78,EUR,used,10/5/2025,156.64
7260-1,Wookiee Catamaran,Star Wars,Episode III,2005,376,6,"sw0011a,sw0051,sw0116,sw0129,sw0132",retail,49.99,39.99,,,79.99,5.70201E+12,6.73419E+11,,,TRUE,1099.99,285.41,228.76,342.5,1246.19,1420.4,2.82,9.06,EUR,used,10/5/2025,285.41
7261-1,Clone Turbo Tank,Star Wars,Episode III,2005,801,7,"sw0001b,sw0126,sw0127,sw0128,sw0131,sw0133",retail,89.99,69.99,,,,,6.73419E+11,,,TRUE,1065.94,225.33,212.61,270.4,1197.1,1353.4,-3.17,0.34,EUR,used,10/5/2025,231.56
7261-2,Clone Turbo Tank,Star Wars,Episode III,2006,813,8,"sw0001b,sw0126,sw0127,sw0128,sw0131,sw0148",retail,89.99,69.99,139.99,119.99,,5.70201E+12,6.73419E+11,,,TRUE,1224.9,311.52,225.8,373.82,1386.21,1578.46,3.94,-0.03,EUR,used,10/5/2025,263.4
7262-1,TIE Fighter and Y-Wing,Star Wars,Episode IV,2004,412,3,"sw0004a,sw0029,sw0033a",retail,49.99,,69.99,,79.99,,6.73419E+11,,,TRUE,224.41,63.12,55.43,76.56,232.44,253.49,-0.48,2.43,EUR,used,10/5/2025,70.1
7263-1,TIE Fighter,Star Wars,Episode IV,2005,159,2,"sw0035a,sw0117",retail,19.99,14.99,29.99,24.99,,5.70201E+12,6.73419E+11,,,TRUE,192.45,57.19,52.8,68.63,223.73,261.01,1.16,1,EUR,used,10/5/2025,57.19
75000-1,Clone Troopers vs. Droidekas,Star Wars,Episode II,2013,124,4,"sw0438,sw0441,sw0442",retail,12.99,11.99,15.99,16.99,21.99,5.70201E+12,6.73419E+11,12/28/2012,12/2/2014,TRUE,61.55,21.09,19.21,25.32,70.07,92.39,3.96,1.34,EUR,used,10/5/2025,21.96
75001-1,Republic Troopers vs. Sith Troopers,Star Wars,The Old Republic,2013,63,4,"sw0436,sw0440,sw0443,sw0444",retail,12.99,11.99,15.99,16.99,22.99,5.70201E+12,6.73419E+11,12/28/2012,1/9/2015,TRUE,55.62,25.94,23.88,31.13,63.73,75.69,0.35,2.06,EUR,used,10/5/2025,25.52
75002-1,AT-RT,Star Wars,The Clone Wars,2013,222,4,"sw0445,sw0446,sw0447,sw0448",retail,19.99,19.99,24.99,26.99,39.99,5.70201E+12,6.73419E+11,12/28/2012,12/5/2014,TRUE,69.53,26.4,25.51,31.68,79.43,94.05,5.8,1.03,EUR,used,10/5/2025,26.39
75003-1,A-Wing Starfighter,Star Wars,Episode VI,2013,177,3,"sw0247,sw0437,sw0451",retail,24.99,24.99,29.99,29.99,39.99,5.70201E+12,6.73419E+11,12/28/2012,11/29/2014,TRUE,70.4,28.88,26.51,34.65,78.06,89.36,2.3,1.92,EUR,used,10/5/2025,28.32
75011-1,Tantive IV & Planet Alderaan,Star Wars,Planet Set,2013,102,1,sw0427,retail,9.99,11.99,10.99,12.99,15.99,5.70201E+12,6.73419E+11,7/27/2013,1/22/2014,TRUE,62.2,35.26,33.55,42.31,72.34,87.31,-1.09,5.49,EUR,used,10/5/2025,35.26
75012-1,BARC Speeder with Sidecar,Star Wars,The Clone Wars,2013,226,4,"sw0359,sw0449,sw0450",retaillimited,24.99,24.99,29.99,29.99,39.99,5.70201E+12,6.73419E+11,12/28/2012,12/30/2014,TRUE,311.39,121.25,111.29,145.49,330,378.73,-0.18,-0.43,EUR,used,10/5/2025,124.49
75018-1,JEK-14's Stealth Starfighter,Star Wars,Original Content,2013,550,4,"sw0475,sw0476,sw0477,sw0478",retail,69.99,59.99,89.99,69.99,89.99,5.70201E+12,6.73419E+11,8/1/2013,12/3/2014,TRUE,230.09,105.6,87.99,126.72,261.4,307.62,2.2,1.21,EUR,used,10/5/2025,93.79
75019-1,AT-TE,Star Wars,Episode II,2013,794,5,"sw0467,sw0479,sw0480,sw0481,sw0482",retail,89.99,79.99,119.99,99.99,149.99,5.70201E+12,6.73419E+11,8/1/2013,12/8/2014,TRUE,246.39,113.91,105.24,136.69,255.06,277.75,3.55,0.59,EUR,used,10/5/2025,110.41
75020-1,Jabba's Sail Barge,Star Wars,Episode VI,2013,850,6,"sw0217a,sw0402,sw0483,sw0485,sw0486,sw0487",retail,119.99,99.99,149.99,119.99,149.99,5.70201E+12,6.73419E+11,8/1/2013,1/2/2015,TRUE,330.25,204.97,186.55,245.96,347.12,391.34,3.48,0.83,EUR,used,10/5/2025,206.77
75021-1,Republic Gunship,Star Wars,Episode II,2013,1175,7,"sw0092,sw0488,sw0489,sw0490,sw0491,sw0492",retail,119.99,109.99,149.99,129.99,179.99,5.70201E+12,6.73419E+11,8/1/2013,12/30/2014,TRUE,647.06,278.92,246.4,334.71,706.26,861.35,-0.49,3.09,EUR,used,10/5/2025,288.19
75024-1,HH-87 Starhopper,Star Wars,The Clone Wars,2013,362,3,"sw0496,sw0497,sw0498",retaillimited,39.99,39.99,49.99,49.99,69.99,5.70201E+12,6.73419E+11,8/1/2013,1/16/2015,TRUE,129.47,45.36,41.89,54.44,143.26,179.4,2.26,-0.12,EUR,used,10/5/2025,45.36
75032-1,X-Wing Fighter,Star Wars,MicroFighters,2014,97,1,sw0544,retail,9.99,8.99,12.99,6.99,15,5.70202E+12,6.73419E+11,2/18/2014,5/2/2015,TRUE,26.47,10.79,9.57,12.94,29.77,34.65,-0.97,-1.22,EUR,used,10/5/2025,10.66
75033-1,Star Destroyer,Star Wars,MicroFighters,2014,100,1,sw0545,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,2/18/2014,1/24/2015,TRUE,21.52,10,9.44,11.99,25.23,30.72,3.31,0.88,EUR,used,10/5/2025,9.84
75036-1,Utapau Troopers,Star Wars,Episode III,2014,83,4,"sw0522,sw0523",retail,12.99,11.99,15.99,11.89,22.99,5.70202E+12,6.73419E+11,2/18/2014,10/26/2015,TRUE,89.52,57.2,52.79,68.64,93.88,105.28,3.57,0.18,EUR,used,10/5/2025,57.2
75037-1,Battle on Saleucami,Star Wars,The Clone Wars,2014,183,5,"sw0001b,sw0001c,sw0092,sw0524",retail,14.99,14.99,17.99,19.99,29.99,5.70202E+12,6.73419E+11,2/18/2014,11/12/2015,TRUE,82.13,35.12,30.79,43.99,96.53,117.79,0.71,-1.15,EUR,used,10/5/2025,37.26
75038-1,Jedi Interceptor,Star Wars,Episode III,2014,223,2,"sw0526,sw0527",retail,24.99,19.99,29.99,29.99,39.99,5.70202E+12,6.73419E+11,2/18/2014,10/18/2015,TRUE,99.12,31.05,26.88,37.26,108.32,132.4,-2.49,1.66,EUR,used,10/5/2025,28.84
75039-1,V-Wing Starfighter,Star Wars,Episode III,2014,201,2,"sw0525,sw0534",retail,24.99,19.99,29.99,29.99,39.99,5.70202E+12,6.73419E+11,2/18/2014,11/28/2014,TRUE,128.08,43.67,40.66,52.4,141.24,175.68,2.63,2.75,EUR,used,10/5/2025,41.73
75040-1,General Grievous' Wheel Bike,Star Wars,Episode III,2014,261,2,"sw0515,sw0535",retail,24.99,19.99,29.99,29.99,39.99,5.70202E+12,6.73419E+11,2/18/2014,11/30/2015,TRUE,145.25,57.2,47.29,68.64,162.01,205.89,2.8,5.2,EUR,used,10/5/2025,54.84
75042-1,Droid Gunship,Star Wars,Episode III,2014,439,4,"sw0001c,sw0092,sw0518,sw0532",retail,49.99,44.99,59.99,49.99,79.99,5.70202E+12,6.73419E+11,2/18/2014,11/21/2015,TRUE,163.27,66.04,54.45,79.25,189.93,229.29,4.14,0.93,EUR,used,10/5/2025,61.42
75043-1,AT-AP,Star Wars,Episode III,2014,717,5,"sw0001c,sw0092,sw0415,sw0528,sw0530",retail,59.99,59.99,74.99,69.99,99.99,5.70202E+12,6.73419E+11,2/18/2014,10/28/2015,TRUE,193.49,96.8,79.19,116.16,212.6,262.63,5.72,-0.47,EUR,used,10/5/2025,96.02
75045-1,Republic AV-7 Anti-Vehicle Cannon,Star Wars,The Clone Wars,2014,434,4,"sw0441a,sw0537,sw0538",retail,39.99,44.99,49.99,49.99,69.99,5.70202E+12,6.40214E+11,2/18/2014,12/8/2015,TRUE,300.87,161.61,146.08,193.93,334.41,422.24,2.82,3.79,EUR,used,10/5/2025,161.59
75046-1,Coruscant Police Gunship,Star Wars,The Clone Wars,2014,481,4,"sw0452,sw0531,sw0542",retail,49.99,49.99,59.99,59.99,79.99,5.70202E+12,6.5811E+11,2/18/2014,12/14/2015,TRUE,327.75,192.93,181.98,231.52,357.3,434.69,3.83,0.4,EUR,used,10/5/2025,193.51
75048-1,The Phantom,Star Wars,Rebels,2014,234,2,"sw0565,sw0574a",retail,24.99,19.99,29.99,29.99,39.99,5.70202E+12,6.73419E+11,8/2/2014,10/28/2015,TRUE,114.39,39.59,33.43,47.51,121.62,140.57,1.11,1.06,EUR,used,10/5/2025,42.63
75049-1,Snowspeeder,Star Wars,Episode V,2014,278,3,"sw0567,sw0568,sw0569",retail,29.99,34.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,8/2/2014,12/5/2015,TRUE,99.73,39.6,34.32,47.52,114.34,135.9,2.88,3.61,EUR,used,10/5/2025,40.88
75050-1,B-Wing,Star Wars,Episode VI,2014,448,3,"sw0556,sw0557,sw0558",retail,49.99,49.99,59.99,29.99,79.99,5.70202E+12,6.73419E+11,8/2/2014,11/21/2015,TRUE,191.61,79.19,70.26,95.03,225.9,276.53,2.7,2.25,EUR,used,10/5/2025,79.19
75053-1,The Ghost,Star Wars,Rebels,2014,929,4,"sw0575,sw0576,sw0577,sw0578,sw0602",retail,89.99,69.99,109.99,99.99,139.99,5.70202E+12,6.73419E+11,8/2/2014,11/28/2015,TRUE,448.27,232.61,202.4,279.14,476.34,549.82,3.45,2.45,EUR,used,10/5/2025,246.69
75054-1,AT-AT,Star Wars,Episode V,2014,1138,5,"sw0568,sw0579,sw0580,sw0581",retail,109.99,109.99,129.99,119.99,169.99,5.70202E+12,6.73419E+11,8/2/2014,11/17/2015,TRUE,215.59,96.91,87.28,116.3,250.35,301.66,4.47,3.06,EUR,used,10/5/2025,96.8
75055-1,Imperial Star Destroyer,Star Wars,Episode IV,2014,1359,7,"sw0156,sw0582,sw0583,sw0584,sw0585,sw0586",retail,129.99,119.99,149.99,129.99,199.99,5.70202E+12,6.73419E+11,8/2/2014,10/28/2015,TRUE,279.98,121.33,111.77,145.59,290.6,318.42,2.91,2.87,EUR,used,10/5/2025,123.2
75058-1,MTT,Star Wars,Episode I,2014,954,12,"sw0001b,sw0001c,sw0360,sw0591,sw0592,sw0593,sw0594",retail,89.99,89.99,109.99,99.99,149.99,5.70202E+12,6.73419E+11,8/2/2014,12/26/2015,TRUE,344.99,165.58,146.43,198.7,404.29,491.84,2.48,2.96,EUR,used,10/5/2025,166.98
7654-1,Droids Battle Pack,Star Wars,Episode III,2007,102,7,"sw0001b,sw0092",retail,9.99,8.99,,12.99,15.99,0885220329328,6.73419E+11,10/24/2007,9/11/2008,TRUE,70.39,25.51,22,30.62,78.59,88.37,1.55,-0.05,EUR,used,10/5/2025,23.76
7655-1,Clone Troopers Battle Pack,Star Wars,Episode III,2007,58,4,"sw0091,sw0126,sw0128a",retail,9.99,8.99,,12.99,15.99,5.70201E+12,6.73419E+11,10/24/2007,9/11/2008,TRUE,86.74,43.12,38.52,51.74,91.27,103.85,0.74,3.89,EUR,used,10/5/2025,43.12
7658-1,Y-Wing Fighter,Star Wars,Episode IV,2007,454,2,"sw0029,sw0029a,sw0094",retail,39.99,39.99,54.99,,,5.70201E+12,6.73419E+11,10/24/2007,9/18/2008,TRUE,128.14,45.25,40.3,54.3,143.05,160.83,5.11,3.13,EUR,used,10/5/2025,50.68
7660-1,Naboo N-1 Starfighter with Vulture Droid,Star Wars,Episode I,2007,280,3,"sw0028,sw0159,sw0160",retail,29.99,29.99,39.99,,59.99,,6.73419E+11,10/24/2007,3/27/2009,TRUE,153.67,44,38.78,52.8,179.66,210.65,6.55,1.63,EUR,used,10/5/2025,43.99
7662-1,Trade Federation MTT,Star Wars,Episode I,2007,1330,21,"sw0001c,sw0095,sw0096,sw0164",retail,99.99,78.29,139.99,,,,6.73419E+11,10/24/2007,12/18/2008,TRUE,1215.28,296.43,270.34,355.71,1375.6,1566.66,1.84,4.12,EUR,used,10/5/2025,285.68
7667-1,Imperial Dropship,Star Wars,Legends,2008,81,4,"sw0166a,sw0188",retail,9.99,9.79,,,15.99,0756907062930,6.73419E+11,12/22/2007,4/17/2009,TRUE,65.98,25.29,20.07,30.35,73.31,82.05,1.65,3.97,EUR,used,10/5/2025,21.99
7668-1,Rebel Scout Speeder,Star Wars,Legends,2008,82,4,sw0187,retail,9.99,9.79,,,24.99,5.70201E+12,6.73419E+11,12/22/2007,5/8/2009,TRUE,59.73,21.99,17.6,26.39,68.03,80.73,1.83,5.06,EUR,used,10/5/2025,21.97
7669-1,Anakin's Jedi Starfighter,Star Wars,The Clone Wars,2008,153,2,"sw0028,sw0183",retail,19.99,21.49,,25.99,29.99,5.70201E+12,6.73419E+11,12/22/2007,11/10/2009,TRUE,118.01,27.92,24.96,34.15,136.25,157.99,2.63,2.59,EUR,used,10/5/2025,28.85
7670-1,Hailfire Droid & Spider Droid,Star Wars,The Clone Wars,2008,249,4,"sw0001c,sw0092,sw0184,sw0964",retail,19.99,19.99,,,,5.05532E+12,6.73419E+11,12/22/2007,11/24/2009,TRUE,175.17,43.35,39.6,52.03,196.93,222.84,2.96,2.15,EUR,used,10/5/2025,43.93
7671-1,AT-AP Walker,Star Wars,Episode III,2008,392,2,sw0189,retail,39.99,39.15,,46.99,,,6.73419E+11,12/22/2007,6/19/2009,TRUE,175.61,70.4,61.6,84.48,197.29,223.12,2.49,4.3,EUR,used,10/5/2025,67.51
7672-1,Rogue Shadow,Star Wars,Legends,2008,482,3,"sw0180,sw0181,sw0182",retail,49.99,48.95,,67.99,79.99,,6.73419E+11,1/1/2018,,TRUE,484,212.07,192.8,254.49,591.3,719.16,6.41,4.98,EUR,used,10/5/2025,210.03
7673-1,MagnaGuard Starfighter,Star Wars,The Clone Wars,2008,431,2,sw0190,retail,44.99,39.15,,45.99,,,6.73419E+11,7/28/2008,12/2/2009,TRUE,235.13,65.7,46.63,78.84,263.6,297.52,4.88,5.85,EUR,used,10/5/2025,66
7674-1,V-19 Torrent,Star Wars,The Clone Wars,2008,471,1,sw0191,retail,54.99,48.95,,64.99,,0599038636485,6.73419E+11,7/28/2008,12/4/2009,TRUE,336.21,103.73,96.8,124.48,392.22,458.96,2.39,1.29,EUR,used,10/5/2025,103.95
7675-1,AT-TE Walker,Star Wars,The Clone Wars,2008,798,6,"sw0001b,sw0183,sw0192,sw0193,sw0194,sw0201",retail,89.99,69.99,,68.49,149.99,0794819120171,6.73419E+11,7/28/2008,6/14/2010,TRUE,582.55,214.77,181.68,257.73,629.66,753.03,2.31,1.73,EUR,used,10/5/2025,197.12
7676-1,Republic Attack Gunship,Star Wars,The Clone Wars,2008,1034,7,"sw0195,sw0196,sw0197,sw0198,sw0200,sw0311",retail,119.99,84.99,,139.99,179.99,5.70201E+12,6.73419E+11,7/28/2008,6/24/2010,TRUE,833.07,251.06,221.76,301.26,933.5,1053.19,2.85,3.73,EUR,used,10/5/2025,250.75
7678-1,Droid Gunship,Star Wars,The Clone Wars,2008,329,3,"sw0001b,sw0001d",retail,29.99,24.49,,,,,6.73419E+11,7/26/2008,2/27/2009,TRUE,132.02,75.7,63.8,90.83,148.68,168.54,5.69,1.04,EUR,used,10/5/2025,63.65
7749-1,Echo Base,Star Wars,Episode V,2009,155,5,"sw0115,sw0252,sw0253,sw0253a",retail,24.99,24.99,29.99,29.99,39.99,5.70201E+12,6.73419E+11,6/28/2009,11/28/2010,TRUE,70.61,30.77,26.39,36.93,79.91,91,4.75,2,EUR,used,10/5/2025,35.19
7751-1,Ahsoka's Starfighter and Droids,Star Wars,The Clone Wars,2009,291,4,"sw0136,sw0192,sw0231",retail,39.99,31.29,49.99,,,,6.73419E+11,12/28/2008,12/1/2009,TRUE,272.77,145.2,128.47,174.24,314.54,364.3,3.27,-1.31,EUR,used,10/5/2025,141.49
7752-1,Count Dooku's Solar Sailer,Star Wars,The Clone Wars,2009,385,4,"sw0190,sw0224,sw0225",retail,54.99,39.99,74.99,67.99,99.99,,6.73419E+11,2/4/2009,1/7/2011,TRUE,279.39,132,120.56,158.4,314.49,356.32,2.84,2.91,EUR,used,10/5/2025,131.34
7753-1,Pirate Tank,Star Wars,The Clone Wars,2009,372,3,"sw0197,sw0245,sw0246",retail,39.99,34.99,49.99,49.99,59.99,5.70201E+12,6.73419E+11,8/3/2009,12/25/2010,TRUE,170.03,70.37,60.46,84.45,193.25,220.92,3.51,2.95,EUR,used,10/5/2025,70.38
7778-1,Midi-scale Millennium Falcon,Star Wars,Episode IV,2009,356,,,retail,39.99,34.99,49.99,,59.99,5.70201E+12,6.73419E+11,8/3/2009,5/6/2010,TRUE,127.49,35.2,30.8,42.24,134.85,154.11,0.39,-0.29,EUR,used,10/5/2025,35.28
7869-1,Battle for Geonosis,Star Wars,The Clone Wars,2011,331,5,"sw0001c,sw0230,sw0310,sw0314",retail,39.99,35.99,49.99,39.99,69.99,5.70201E+12,6.73419E+11,12/25/2010,12/11/2012,TRUE,281.39,140.01,132,168.01,306.37,371.8,2.19,1.22,EUR,used,10/5/2025,152.53
7913-1,Clone Trooper Battle Pack,Star Wars,The Clone Wars,2011,85,4,"sw0297,sw0298,sw0299",retail,12.99,11.99,14.99,14.99,17.99,5.70201E+12,6.73419E+11,12/25/2010,10/3/2012,TRUE,105.6,39.57,35.2,47.49,122.97,148.62,5.02,2.79,EUR,used,10/5/2025,39.59
7914-1,Mandalorian Battle Pack,Star Wars,The Clone Wars,2011,68,4,sw0296,retail,12.99,11.99,14.99,14.99,22.99,5.70201E+12,6.73419E+11,12/25/2010,10/28/2012,TRUE,52.76,19.18,16.58,23.01,59.85,70.3,0.57,1.46,EUR,used,10/5/2025,19.89
7915-1,Imperial V-wing Starfighter,Star Wars,Legends,2011,139,2,"sw0303,sw0304",retail,19.99,24.99,24.99,26.99,39.99,5.70201E+12,6.73419E+11,12/25/2010,10/5/2012,TRUE,74.93,22.87,21.05,27.45,85.29,100.58,3.65,2.75,EUR,used,10/5/2025,22
7930-1,Bounty Hunter Assault Gunship,Star Wars,The Clone Wars,2011,389,4,"sw0222,sw0305,sw0306,sw0307",retail,49.99,40.99,64.99,49.99,79.99,5.70201E+12,6.73419E+11,12/25/2010,11/24/2012,TRUE,153.99,77.42,70.39,92.9,161.21,180.11,2.12,0.2,EUR,used,10/5/2025,79.38
7956-1,Ewok Attack,Star Wars,Episode VI,2011,166,3,"sw0005a,sw0338,sw0339",retail,24.99,25.99,34.99,29.99,49.99,5.70201E+12,6.73419E+11,7/19/2011,11/12/2012,TRUE,66.45,29.85,26.4,35.82,78.24,95.65,3.86,1.09,EUR,used,10/5/2025,29.89
7957-1,Sith Nightspeeder,Star Wars,The Clone Wars,2011,213,3,"sw0316,sw0317,sw0318",retail,24.99,25.99,34.99,29.99,49.99,5.70201E+12,6.73419E+11,7/19/2011,10/30/2012,TRUE,122.58,38.05,32.55,45.66,145.11,178.38,1.32,1.7,EUR,used,10/5/2025,39.56
7962-1,Anakin Skywalker and Sebulba's Podracers,Star Wars,Episode I,2011,810,5,"sw0325,sw0326,sw0327,sw0328,sw0329",retail,89.99,81.99,119.99,99.99,149.99,5.70201E+12,6.73419E+11,7/19/2011,11/24/2012,TRUE,246.4,139.15,128.47,166.99,279.21,327.64,3.88,2.7,EUR,used,10/5/2025,135.85
7964-1,Republic Frigate,Star Wars,The Clone Wars,2011,1015,5,"sw0219,sw0330,sw0331,sw0332,sw0333",retail,119.99,102.99,154.99,129.99,169.99,5.70201E+12,6.73419E+11,7/19/2011,11/1/2012,TRUE,688.19,308,262.2,369.6,750.6,914.07,2.39,4.84,EUR,used,10/5/2025,309.79
7965-1,Millennium Falcon,Star Wars,Episode IV,2011,1254,6,"sw0011a,sw0277,sw0334,sw0335,sw0336,sw0337",retail,139.99,132.99,179.99,149.99,249.99,5.70201E+12,6.73419E+11,7/19/2011,12/1/2014,TRUE,240.74,74.8,66,89.76,268.93,310.54,3.35,2.02,EUR,used,10/5/2025,76.91
8015-1,Assassin Droids Battle Pack,Star Wars,The Clone Wars,2009,94,5,"sw0222,sw0229",retail,11.99,9.99,14.99,14.99,19.99,5.70201E+12,6.73419E+11,12/28/2008,12/3/2010,TRUE,51.46,9.13,8.67,10.96,58.48,66.83,2.9,2.26,EUR,used,10/5/2025,8.8
8016-1,Hyena Droid Bomber,Star Wars,The Clone Wars,2009,232,3,sw0228,retail,19.99,24.99,26.99,26.99,39.99,5.70201E+12,6.73419E+11,12/28/2008,12/3/2010,TRUE,117.16,40.87,38.18,49.04,134.08,154.23,2.6,1.78,EUR,used,10/5/2025,39.59
8017-1,Darth Vader's TIE Fighter,Star Wars,Episode IV,2009,251,1,sw0209,retail,29.99,34.99,39.99,,,5.70201E+12,6.73419E+11,12/28/2008,11/28/2010,TRUE,212.76,44,39.59,52.8,248.78,291.7,3.28,0.39,EUR,used,10/5/2025,43.99
8019-1,Republic Attack Shuttle,Star Wars,The Clone Wars,2009,636,3,"sw0191,sw0201,sw0220",retail,59.99,49.99,79.99,69.99,99.99,,6.73419E+11,12/28/2008,11/28/2010,TRUE,305.33,111.23,95.23,133.48,348.14,399.15,3.08,1.49,EUR,used,10/5/2025,105.59
8036-1,Separatist Shuttle,Star Wars,The Clone Wars,2009,259,5,"sw0001c,sw0095a,sw0241,sw0242",retail,29.99,34.99,39.99,36.99,59.99,5.05242E+12,6.73419E+11,6/28/2009,11/28/2010,TRUE,127.67,53.95,49.81,64.74,141.69,158.39,3.52,0.94,EUR,used,10/5/2025,57.25
8037-1,Anakin's Y-wing Starfighter,Star Wars,The Clone Wars,2009,570,3,"sw0183,sw0192,sw0255",retail,59.99,49.99,79.99,69.99,99.99,5.70201E+12,6.73419E+11,6/28/2009,12/11/2010,TRUE,282,123.19,111.94,147.83,315.52,355.48,-0.25,2.5,EUR,used,10/5/2025,124.92
8038-1,The Battle of Endor,Star Wars,Episode VI,2009,890,12,"sw0005a,sw0011a,sw0179,sw0179a,sw0208,sw0217,sw0235,sw0236,sw0237,sw0238,sw0239,sw0240",retail,99.99,84.99,129.99,99.99,179.99,5.70201E+12,6.73419E+11,6/28/2009,11/28/2011,TRUE,332.58,198,183.43,237.6,369.29,413.04,2.25,2.54,EUR,used,10/5/2025,160.25
8039-1,Venator-Class Republic Attack Cruiser,Star Wars,The Clone Wars,2009,1170,5,"sw0191,sw0221,sw0243,sw0244",retail,119.99,102.99,149.99,139.99,229.99,5.70201E+12,6.73419E+11,6/28/2009,12/3/2010,TRUE,637.46,243.08,220,291.69,713.18,824.96,1.52,2.25,EUR,used,10/5/2025,239.7
8083-1,Rebel Trooper Battle Pack,Star Wars,Episode V,2010,79,4,"sw0258,sw0259,sw0260",retail,11.99,9.99,14.99,14.99,22.99,5.70201E+12,6.73419E+11,12/30/2009,12/27/2011,TRUE,31.06,13.16,12.33,15.8,34.85,40.45,2.25,2.03,EUR,used,10/5/2025,12.7
8085-1,Freeco Speeder,Star Wars,The Clone Wars,2010,177,2,"sw0263,sw0264",retail,24.99,21.99,34.99,26.99,49.99,,6.73419E+11,12/30/2009,12/4/2011,TRUE,54.38,20.23,17.6,24.28,61.46,71.91,-1.47,0.63,EUR,used,10/5/2025,19.76
8087-1,TIE Defender,Star Wars,Legends,2010,304,2,"sw0188,sw0268",retail,49.99,39.99,69.99,49.99,89.99,0791111258861,6.73419E+11,12/30/2009,12/25/2010,TRUE,179.81,78.01,67.76,93.61,204.7,241.44,1.77,4.37,EUR,used,10/5/2025,76.17
8091-1,Republic Swamp Speeder,Star Wars,Episode III,2010,176,5,"sw0001c,sw0092,sw0269,sw0272",retaillimited,29.99,30.99,39.99,36.99,59.99,5.70201E+12,6.73419E+11,1/4/2010,2/6/2012,TRUE,87.77,41.22,37.3,49.46,98.84,115.18,1.01,1.64,EUR,used,10/5/2025,44.06
8092-1,Luke's Landspeeder,Star Wars,Episode IV,2010,163,6,"sw0161a,sw0217,sw0270,sw0271,sw0273,sw0274",retail,24.99,25.99,34.99,26.99,49.99,5.70201E+12,6.73419E+11,1/4/2010,11/26/2012,TRUE,44,23.41,21.96,28.09,49.59,57.84,1.79,1.91,EUR,used,10/5/2025,23.48
8093-1,Plo Koon's Jedi Starfighter,Star Wars,The Clone Wars,2010,175,2,"sw0119,sw0198",retail,24.99,25.99,34.99,26.99,49.99,5.70201E+12,6.73419E+11,7/30/2010,12/15/2011,TRUE,175.23,53.42,48.18,64.11,190.2,229.42,3.48,2.38,EUR,used,10/5/2025,50.68
8098-1,Clone Turbo Tank,Star Wars,The Clone Wars,2010,1141,6,"sw0183,sw0192,sw0200a,sw0284,sw0285,sw0286",retail,119.99,102.99,159.99,129.99,249.99,0699107429083,6.73419E+11,7/30/2010,4/11/2012,TRUE,609.52,275.73,237.6,330.88,714.72,870.02,3.21,5.58,EUR,used,10/5/2025,242.88
8128-1,Cad Bane's Speeder,Star Wars,The Clone Wars,2010,318,5,"sw0222,sw0244,sw0285,sw0287,sw0288",retail,49.99,45.99,64.99,54.99,89.99,5.00016E+12,6.73419E+11,8/2/2010,3/29/2012,TRUE,140.79,70.4,64.94,84.48,146.11,160.04,1.6,0.38,EUR,used,10/5/2025,70.23
